ID_number,Age,Gender,Neuter_status,Breed_group,Weaning_age,Outdoors,Other_cats,Activity_level,Contact_people,Aggression_stranger,Aggression_owner,Aggression_cats,Shyness_novel,Shyness_strangers,Grooming,Wool_sucking,Behaviour_problem,Aggression_component,Shyness_component,Extraversion_component
1,4.0274,2,1,BEN,8,0,1,4,5,1,1,1,2,1,1,0,1,-0.392731154,-0.364198316,0.666318189
2,2.1096,2,1,BEN,8,0,1,5,4,1,1,1,3,3,1,0,1,-0.633625686,1.419776604,0.994083248
3,7.6822,1,1,BUR,4,0,1,4,5,1,1,1,2,1,4,3,2,-0.392731154,-0.364198316,0.666318189
4,5.0027,1,1,BUR,4,4,0,5,5,1,1,2,1,1,1,0,1,0.090309407,-0.780989477,1.33044881
5,5.0137,1,1,EUR,4,5,1,4,5,1,1,1,2,1,1,0,1,-0.392731154,-0.364198316,0.666318189
6,4.0082,2,1,BUR,4,0,1,3,3,1,1,2,2,2,1,0,1,-0.083164871,-0.076349352,-1.218302407
7,1.2192,1,1,BEN,6,1,1,5,5,1,1,1,4,3,3,0,1,-0.678079249,1.975424683,1.716064655
8,5.8767,2,0,BRI,6,1,1,3,4,1,1,2,2,2,1,0,1,-0.055601378,-0.080140936,-0.599994656
9,1.263,2,1,SBI,4,1,1,5,4,1,1,1,3,2,1,0,1,-0.567834045,0.903955677,0.940285461
10,11.0493,2,1,BEN,4,1,1,4,5,1,1,1,1,1,1,,1,-0.320714098,-0.923637979,0.562644532
11,2.4575,2,1,ORI,4,4,1,4,3,1,1,2,4,4,1,0,2,-0.368512967,2.263273647,-0.16855594
12,7.9616,2,1,EUR,4,5,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
13,7.6466,2,1,MCO,4,0,1,4,5,1,1,1,4,4,1,0,1,-0.734140189,2.302143793,1.035058862
14,0.9863,1,0,BUR,4,4,1,5,5,1,1,1,1,2,1,3,1,-0.396236441,-0.218715236,1.351245899
15,3.9041,1,1,ABY,5,1,1,5,5,1,1,3,2,1,1,0,1,0.439046559,-0.268003128,1.467123165
16,3.5233,1,1,HCS,3,3,1,4,5,1,1,1,4,4,1,0,1,-0.734140189,2.302143793,1.035058862
17,8.7699,2,1,MCO,4,0,1,3,4,1,1,1,1,1,1,0,1,-0.338546889,-1.108948212,-0.790466798
18,3.5233,2,1,HCS,3,3,1,3,5,1,1,1,3,3,2,0,1,-0.58660079,1.037781385,0.142783839
19,2.8658,1,1,ABY,6,0,1,4,3,1,1,2,1,1,1,0,1,0.044913124,-0.962508125,-0.64097027
20,8.3644,2,1,BEN,4,1,1,4,3,1,1,2,1,1,4,0,1,0.044913124,-0.962508125,-0.64097027
21,2.9726,1,1,BEN,5,1,0,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
22,2.5479,1,1,ABY,2,3,1,4,4,1,1,1,1,2,2,0,1,-0.414069232,-0.404025468,-0.001865431
23,4.1534,2,1,BEN,4,4,1,3,5,1,1,2,3,3,3,0,1,-0.165846583,0.99132807,0.175784538
24,4.3836,2,1,BEN,4,1,1,4,1,1,1,1,1,1,1,0,1,-0.430968068,-0.908471642,-1.91058647
25,3.9178,2,1,RAG,4,4,1,3,3,1,1,2,2,2,1,4,1,-0.083164871,-0.076349352,-1.218302407
26,2.9726,1,1,BEN,8,4,1,4,4,1,1,2,4,2,3,0,2,-0.209366192,1.227840209,0.342156236
27,4.1342,1,1,ABY,3,5,1,3,3,1,1,1,2,1,1,0,1,-0.438127437,-0.545716964,-1.305100892
28,13.6164,2,1,HCS,1,5,1,2,3,4,2,4,4,4,1,1,2,4.654136085,1.147679706,-1.65796125
29,4.1836,1,1,ORI,4,5,1,4,4,1,1,1,2,2,4,4,1,-0.486086287,0.155414196,0.101808225
30,3.2986,1,1,ABY,5,0,1,4,5,1,1,3,2,2,2,0,1,0.38298562,0.058715982,0.786117372
31,6.1123,2,1,SBI,3,2,0,3,4,1,1,2,2,1,3,1,1,0.010190263,-0.595961863,-0.653792443
32,2.0082,2,0,BRI,5,1,1,4,3,1,1,2,2,2,1,0,1,-0.092895573,0.112752465,-0.483498827
33,7.6329,2,1,ORI,4,0,1,5,5,1,1,1,2,1,2,4,1,-0.402461856,-0.175096499,1.401121768
34,3.7589,1,1,ORI,4,5,1,5,5,1,1,1,3,4,4,4,2,-0.671853835,1.931805946,1.666188785
35,2.0466,2,1,BEN,8,4,1,5,5,1,1,2,4,4,1,0,2,-0.323116683,2.444792295,1.80286314
36,0.8575,1,1,ABY,5,3,1,5,5,1,1,1,1,1,1,5,1,-0.3304448,-0.734536162,1.297448112
37,4.8658,2,1,ABY,4,1,1,4,5,1,1,3,3,1,2,2,1,0.376760205,0.102334719,0.835993242
38,4.8658,2,1,ABY,4,2,1,3,4,1,1,2,2,2,2,2,1,-0.055601378,-0.080140936,-0.599994656
39,3.5918,1,1,ABY,8,5,1,3,4,1,1,1,2,3,1,0,1,-0.542147227,0.482133306,-0.579197568
40,0.8712,2,0,BRI,4,5,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
41,1.5671,2,1,ABY,4,0,1,4,4,1,1,2,2,1,3,0,1,0.000459561,-0.406860046,0.081011137
42,12.7342,2,1,ABY,8,3,0,2,3,1,1,2,3,3,1,0,1,-0.211242866,0.809809422,-1.795634543
43,2.3425,1,1,BEN,5,3,1,5,5,1,1,2,3,3,3,6,1,-0.185307986,1.369531704,1.645391697
44,6.7836,1,1,HCS,4,1,1,4,4,1,1,2,2,2,4,3,1,-0.06533208,0.108960881,0.134808923
45,1.3452,2,1,BEN,6,3,1,5,5,1,1,1,2,1,1,1,1,-0.402461856,-0.175096499,1.401121768
46,9.4986,2,1,HCS,6,2,0,3,4,2,2,3,3,3,2,2,2,2.40560426,0.558690295,-0.457246316
47,11.6,2,1,HCS,1,5,1,3,3,1,1,1,2,4,1,0,1,-0.63550236,1.001745817,-1.143707531
48,11.6,2,1,HCS,1,5,1,3,3,1,1,1,2,2,1,3,1,-0.503919078,-0.029896037,-1.251303105
49,7.3863,2,1,HCS,4,2,1,3,3,1,1,1,4,4,2,0,1,-0.779536472,2.120625145,-0.936360218
50,0.6712,1,0,BRI,5,3,1,3,4,1,1,2,2,1,2,1,1,0.010190263,-0.595961863,-0.653792443
51,4.0219,2,1,SBI,4,4,1,4,3,1,1,3,2,4,2,0,0,0.196275352,1.097941004,-0.342902555
52,3.4603,1,1,other,6,5,1,5,5,1,1,1,3,3,3,0,1,-0.606062194,1.415985019,1.612390999
53,17.6932,2,1,HCS,2,2,1,2,2,1,1,1,1,1,1,0,1,-0.383943172,-1.29046686,-2.761885878
54,6.5671,2,1,HCS,4,2,1,4,4,2,1,2,2,2,2,0,1,0.926377472,-0.018292935,0.115771051
55,1.8219,2,1,MCO,5,1,1,4,4,1,1,2,3,3,2,0,1,-0.203140777,1.184221472,0.292280367
56,12.5753,2,1,SBI,4,2,1,3,4,3,2,3,2,2,2,0,1,3.53512251,-0.643824112,-0.633755632
57,1.4247,1,1,MCO,5,1,1,5,4,1,1,1,2,3,2,5,1,-0.56160863,0.86033694,0.890409592
58,5.8904,1,1,BEN,5,5,1,4,4,1,1,2,2,2,2,5,3,-0.06533208,0.108960881,0.134808923
59,4.6329,1,1,HCS,1,5,1,5,5,1,1,2,1,1,2,0,2,0.090309407,-0.780989477,1.33044881
60,5.611,2,1,HCS,2,5,1,3,3,1,1,1,4,4,2,0,1,-0.779536472,2.120625145,-0.936360218
61,1.6521,2,1,HCS,4,4,1,4,5,1,1,1,2,2,1,1,1,-0.458522795,0.151622611,0.720115976
62,4.4356,2,1,other,6,1,0,5,2,1,1,2,5,5,1,3,1,-0.543615858,3.531427639,0.105411332
63,6.8877,1,1,EUR,4,1,1,3,4,1,1,1,2,3,1,2,1,-0.542147227,0.482133306,-0.579197568
64,12.3699,2,1,ORI,4,2,1,5,5,1,1,2,2,1,2,0,2,0.018292352,-0.221549813,1.434122467
65,9.5836,2,1,HCS,4,0,1,3,4,1,1,1,3,2,1,0,1,-0.548372641,0.525752043,-0.529321698
66,9.126,1,1,ORI,4,3,1,5,5,1,1,1,2,1,1,2,1,-0.402461856,-0.175096499,1.401121768
67,6.9068,1,1,ABY,4,2,1,4,5,1,1,1,1,2,3,0,1,-0.386505739,-0.407817053,0.616442319
68,9.7507,1,1,HCS,1,3,1,4,5,1,1,1,5,4,4,0,3,-0.806157245,2.861583457,1.138732519
69,4.6877,1,1,MCO,4,1,1,3,5,1,1,2,4,4,3,0,1,-0.30365528,2.066588661,0.333255981
70,0.7233,1,0,RAG,4,1,1,3,4,1,1,1,2,1,2,1,1,-0.410563945,-0.549508548,-0.686793141
71,0.4795,2,1,BEN,4,3,1,5,5,1,1,1,1,1,3,5,1,-0.3304448,-0.734536162,1.297448112
72,0.5425,1,1,HCS,3,3,1,4,3,1,1,2,4,2,3,3,1,-0.236929684,1.231631793,-0.276151514
73,2.8575,2,1,BUR,4,1,1,4,4,1,1,2,1,1,1,0,1,0.072476617,-0.96629971,-0.02266252
74,3.526,2,1,HCS,5,0,1,4,4,1,1,1,4,4,3,0,1,-0.761703681,2.305935377,0.416751112
75,14.5041,1,1,SBI,4,1,0,4,4,1,1,4,4,4,1,0,1,0.500558941,2.166575433,0.515753206
76,8.863,1,1,CRX,4,0,1,3,5,1,1,1,2,1,1,0,1,-0.383000452,-0.553300133,-0.068485391
77,2.6877,2,1,ABY,6,1,1,4,4,1,1,2,3,3,1,0,1,-0.203140777,1.184221472,0.292280367
78,8.0137,1,1,NFO,8,5,1,3,4,1,1,1,3,1,1,0,1,-0.482581,0.009931116,-0.583119485
79,14.1726,1,1,HCS,4,5,0,3,5,1,1,1,3,2,1,0,1,-0.520809149,0.521960458,0.088986053
80,4.6795,2,1,SBI,4,2,1,3,3,1,1,2,4,4,3,0,1,-0.358782265,2.07417183,-0.90335952
81,5.6411,2,1,HCS,1,1,1,3,2,1,1,1,3,3,2,0,1,-0.669291268,1.049156139,-1.712139412
82,0.3507,1,0,CRX,8,1,1,4,4,1,1,1,2,1,1,0,1,-0.420294646,-0.360406731,0.048010438
83,4.3534,1,1,CRX,5,0,1,4,4,1,1,3,2,2,1,0,1,0.355422127,0.062507566,0.167809621
84,3.0767,1,1,SBI,8,4,1,3,3,1,1,2,4,3,1,3,1,-0.292990624,1.558350903,-0.957157307
85,6.3973,2,1,ABY,7,4,1,4,5,1,1,1,2,1,2,0,1,-0.392731154,-0.364198316,0.666318189
86,1.1233,2,1,SBI,8,3,1,4,4,1,1,2,3,3,1,0,1,-0.203140777,1.184221472,0.292280367
87,5.4356,1,1,HCS,1,4,1,5,5,1,1,3,3,3,1,0,0,0.235446221,1.323078389,1.678392395
88,2.7315,2,1,BEN,4,5,1,5,4,1,1,2,3,2,2,0,1,-0.147079838,0.857502362,0.973286159
89,0.6247,1,0,ABY,5,4,1,5,5,1,1,2,2,2,3,0,1,-0.047499289,0.294271114,1.487920253
90,4.1534,1,1,NFO,4,5,1,3,4,1,1,1,3,2,3,4,1,-0.548372641,0.525752043,-0.529321698
91,4.1534,1,1,RAG,4,3,1,2,1,1,1,1,4,5,1,0,1,-0.890724396,2.454927424,-2.853981512
92,1.4986,1,1,EUR,4,1,1,5,4,1,1,2,3,3,4,3,3,-0.212871479,1.373323289,1.027083946
93,16.5616,1,1,HCS,2,1,0,3,3,1,1,2,2,2,3,1,1,-0.083164871,-0.076349352,-1.218302407
94,0.9014,1,0,EUR,4,0,1,4,4,1,1,1,2,3,2,0,1,-0.551877929,0.671235123,0.155606012
95,10.8137,2,1,HCS,3,5,1,3,4,1,1,2,2,1,3,1,1,0.010190263,-0.595961863,-0.653792443
96,4.2822,2,1,RAG,4,5,1,4,5,1,1,2,1,1,3,2,1,0.100040109,-0.970091294,0.59564523
97,4.8164,2,1,NFO,4,4,0,3,2,1,1,2,3,4,3,2,1,-0.314328701,1.518523751,-1.625340927
98,3.3178,2,1,HCS,4,0,1,4,4,1,1,2,3,3,2,0,2,-0.203140777,1.184221472,0.292280367
99,2.6055,2,1,HCS,2,0,1,4,4,2,1,2,3,3,2,1,1,0.788568775,1.056967656,0.273242494
100,1.5808,2,1,HCS,4,0,1,5,5,1,1,2,2,2,2,4,1,-0.047499289,0.294271114,1.487920253
101,6.4164,1,1,BEN,5,2,1,2,3,1,1,3,2,2,1,0,1,0.347320038,-0.311904483,-1.920105288
102,2.0959,2,1,BEN,5,2,1,4,2,1,1,2,2,2,1,0,1,-0.120459065,0.11654405,-1.101806578
103,1.5699,1,0,BEN,5,3,1,4,3,1,1,2,2,2,1,0,1,-0.092895573,0.112752465,-0.483498827
104,2.4247,2,0,BEN,5,2,1,3,2,1,1,1,2,2,1,0,1,-0.531482571,-0.026104452,-1.869610855
105,5.6932,2,1,BEN,5,2,1,3,3,1,1,2,2,2,1,0,1,-0.083164871,-0.076349352,-1.218302407
106,2.9425,1,1,BEN,5,2,1,4,3,1,1,1,2,2,2,0,1,-0.51364978,0.15920578,-0.516499525
107,2.3068,1,1,other,6,5,1,5,4,1,1,1,2,2,3,0,1,-0.495816989,0.344516013,0.836611805
108,0.4,2,0,other,4,0,1,5,5,1,1,1,2,2,1,0,1,-0.468253497,0.340724428,1.454919555
109,0.3014,1,0,MCO,4,0,1,5,5,1,1,1,2,2,5,0,1,-0.468253497,0.340724428,1.454919555
110,2.5068,1,1,HCS,1,1,1,4,4,1,1,1,2,3,2,2,1,-0.551877929,0.671235123,0.155606012
111,2.5068,1,0,HCS,1,1,1,4,4,2,2,2,2,3,2,3,1,2.047136407,0.234805763,0.140882909
112,2.7699,1,1,HCS,4,1,1,4,5,1,1,2,2,3,3,0,1,-0.103560229,0.620990223,0.806914461
113,7.8603,2,1,BRI,4,2,1,3,3,1,1,2,3,3,2,0,1,-0.220973568,0.998911239,-1.060830963
114,7.863,2,1,BRI,4,4,1,3,4,1,1,3,3,2,2,0,1,0.293135773,0.432845413,-0.463320302
115,6.6329,2,1,HCS,4,0,1,3,4,1,1,2,2,2,1,0,1,-0.055601378,-0.080140936,-0.599994656
116,6.0137,1,1,ABY,4,1,1,4,4,1,1,1,1,1,4,0,1,-0.348277591,-0.919846395,-0.055663218
117,4.4521,2,1,ABY,5,1,1,4,5,1,1,2,1,1,1,0,1,0.100040109,-0.970091294,0.59564523
118,3.5068,2,1,HCS,5,1,1,3,5,1,1,1,2,2,3,0,1,-0.448792093,-0.037479206,-0.014687604
119,7.463,1,1,CRX,4,0,1,3,5,1,1,2,1,1,1,0,1,0.109770811,-1.159193111,-0.139158349
120,4.0329,1,1,BUR,5,2,1,3,5,1,1,1,2,2,1,0,1,-0.448792093,-0.037479206,-0.014687604
121,3.274,2,1,BEN,4,2,1,4,3,1,1,1,2,3,2,,1,-0.579441421,0.675026707,-0.462701738
122,2.0932,2,1,other,6,1,1,4,4,1,1,2,2,2,2,0,1,-0.06533208,0.108960881,0.134808923
123,2.6493,2,1,RUS,5,2,1,5,5,1,1,2,1,2,3,0,1,0.024517766,-0.26516855,1.384246597
124,4.6055,1,1,HCS,3,2,0,3,3,1,2,4,3,4,2,0,2,1.741293781,1.159103308,-0.969717709
125,15.1041,2,1,HCS,8,3,1,2,4,1,1,1,1,1,2,0,1,-0.328816187,-1.298050029,-1.525270377
126,1.4822,1,1,RAG,8,3,1,5,4,1,1,1,2,2,1,0,1,-0.495816989,0.344516013,0.836611805
127,2.8274,2,1,RAG,4,3,1,3,2,1,1,1,3,1,3,0,1,-0.537707986,0.017514285,-1.819734986
128,5.4384,1,1,HCS,4,2,1,3,5,1,1,1,1,1,3,0,1,-0.310983396,-1.112739796,-0.172159047
129,0.2575,2,0,RAG,4,1,1,4,5,1,1,1,2,1,3,0,1,-0.392731154,-0.364198316,0.666318189
130,2.5671,1,1,SBI,4,4,1,3,4,1,1,1,1,1,1,0,1,-0.338546889,-1.108948212,-0.790466798
131,0.7178,2,0,SBI,4,4,1,3,4,1,1,1,2,2,1,0,1,-0.476355586,-0.033687621,-0.632995354
132,6.8849,1,1,SBI,4,2,1,3,3,1,1,2,1,1,1,2,1,0.054643826,-1.151609942,-1.37577385
133,2.5671,1,1,SBI,4,4,1,3,4,1,1,1,1,1,1,0,1,-0.338546889,-1.108948212,-0.790466798
134,2.9315,1,0,ABY,4,4,1,3,3,1,1,1,1,2,1,0,1,-0.431902022,-0.589335701,-1.354976761
135,4.5397,2,1,SBI,4,2,1,3,4,1,1,2,1,1,1,2,1,0.082207319,-1.155401527,-0.7574661
136,1.8658,1,0,SBI,5,5,1,4,4,1,1,2,2,2,1,0,1,-0.06533208,0.108960881,0.134808923
137,4.4712,2,1,SBI,4,2,1,4,3,1,1,1,2,3,1,0,1,-0.579441421,0.675026707,-0.462701738
138,2.2712,2,1,SBI,4,2,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
139,1.0575,1,1,MCO,5,3,1,3,5,1,1,1,1,1,1,0,1,-0.310983396,-1.112739796,-0.172159047
140,0.7096,2,0,HCS,6,3,1,3,4,1,1,1,1,1,1,0,1,-0.338546889,-1.108948212,-0.790466798
141,2.1151,1,1,BRI,5,4,1,4,4,1,1,1,1,2,1,0,1,-0.414069232,-0.404025468,-0.001865431
142,1.6712,2,0,SBI,6,4,1,4,5,1,1,1,2,1,1,1,1,-0.392731154,-0.364198316,0.666318189
143,0.7178,2,0,HCS,6,2,0,4,5,1,1,1,1,1,2,0,1,-0.320714098,-0.923637979,0.562644532
144,7.7315,1,1,HCS,4,2,1,3,5,1,1,2,3,3,2,0,1,-0.165846583,0.99132807,0.175784538
145,0.8795,1,1,MCO,5,4,0,4,5,1,1,1,3,2,4,4,1,-0.530539851,0.711062275,0.823789632
146,8.3452,2,1,HCS,2,4,1,3,4,2,2,3,3,3,3,0,1,2.40560426,0.558690295,-0.457246316
147,0.4274,1,0,HCS,3,4,1,5,4,1,1,2,2,2,2,4,1,-0.075062782,0.298062698,0.869612503
148,5.5534,1,1,HCS,4,2,1,4,4,1,1,2,3,3,1,3,1,-0.203140777,1.184221472,0.292280367
149,2.3726,1,1,HCS,3,0,1,5,4,3,1,3,5,5,1,0,2,1.915684439,3.222883523,1.336951786
150,16.3123,2,1,HCS,5,4,1,3,5,1,1,2,1,1,1,0,1,0.109770811,-1.159193111,-0.139158349
151,7.2904,2,1,BEN,5,4,0,4,5,1,1,4,3,1,2,0,1,0.797514412,0.055881404,0.86899394
152,5.8904,1,1,HCS,4,1,0,4,5,1,1,3,3,3,1,4,1,0.245176923,1.133976572,0.943588815
153,2.589,2,1,HCS,6,2,0,5,5,1,1,1,3,2,3,4,1,-0.540270553,0.900164092,1.558593212
154,4.9562,1,1,SBI,4,3,1,2,2,2,1,1,3,3,1,1,2,0.332148987,0.732800505,-2.465980864
155,6.137,2,1,BRI,4,4,1,3,3,1,1,2,1,2,2,0,1,-0.011147815,-0.635789016,-1.321976063
156,1.537,1,1,HCS,4,2,0,4,5,1,1,1,2,1,2,0,1,-0.392731154,-0.364198316,0.666318189
157,6.4493,2,1,RAG,6,3,1,3,4,1,1,3,2,2,3,0,1,0.365152829,-0.126594251,-0.566993958
158,1.4274,2,1,RAG,5,5,1,4,4,1,1,1,3,3,3,1,1,-0.623894984,1.230674787,0.259279669
159,8.4575,2,1,NFO,4,5,1,4,4,1,1,3,1,1,1,0,1,0.493230824,-1.012753025,0.010338178
160,3.1479,2,1,RAG,8,3,1,3,2,1,1,2,3,3,1,0,1,-0.24853706,1.002702824,-1.679138714
161,1.8055,2,1,RAG,8,5,1,3,3,1,1,1,2,1,1,0,2,-0.438127437,-0.545716964,-1.305100892
162,6.5315,1,1,HCS,1,5,0,4,4,1,1,4,4,4,1,0,1,0.500558941,2.166575433,0.515753206
163,8.8219,2,1,SBI,8,1,1,4,5,1,1,1,1,1,3,0,1,-0.320714098,-0.923637979,0.562644532
164,9.8247,2,1,SBI,8,1,1,3,3,1,1,1,2,2,1,0,1,-0.503919078,-0.029896037,-1.251303105
165,2.5288,1,1,HCS,2,2,1,4,4,1,1,1,1,2,2,0,1,-0.414069232,-0.404025468,-0.001865431
166,6.5014,1,1,SBI,8,1,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
167,13.5068,1,1,SBI,6,4,1,3,3,1,1,2,2,2,1,0,0,-0.083164871,-0.076349352,-1.218302407
168,12.7808,1,1,HCS,3,0,1,3,5,1,1,2,1,1,1,3,1,0.109770811,-1.159193111,-0.139158349
169,11.1397,1,1,HCS,1,2,1,2,4,3,2,2,1,3,2,5,1,3.130324419,-0.830091351,-1.45143578
170,3.7205,2,1,HCS,1,1,1,4,4,1,1,2,2,2,3,5,1,-0.06533208,0.108960881,0.134808923
171,10.5151,2,1,HCS,2,3,1,3,4,2,2,1,1,1,1,2,1,1.83971324,-1.498924257,-0.838190599
172,1.789,1,1,SBI,5,4,1,4,4,1,1,2,2,1,1,0,1,0.000459561,-0.406860046,0.081011137
173,2.5781,1,1,HCS,4,2,1,2,4,1,1,1,3,1,3,3,1,-0.472850299,-0.179170701,-1.317923064
174,0.6027,2,1,HCS,4,3,1,4,4,1,1,1,2,3,3,1,1,-0.551877929,0.671235123,0.155606012
175,1.0767,1,0,SBI,5,4,1,3,4,1,1,1,1,1,1,0,1,-0.338546889,-1.108948212,-0.790466798
176,7.389,1,1,HCS,6,5,1,4,5,1,1,1,2,2,1,5,1,-0.458522795,0.151622611,0.720115976
177,6.3945,1,1,HCS,2,5,1,4,5,1,1,2,3,1,1,0,1,-0.043994002,0.148788034,0.802992544
178,1.6082,2,0,SBI,4,2,0,3,4,2,2,3,3,2,3,1,1,2.471395901,0.042869368,-0.511044103
179,2.7205,1,1,HCS,3,1,0,3,4,1,1,1,3,2,3,0,1,-0.548372641,0.525752043,-0.529321698
180,1.5918,1,1,HCS,1,0,1,4,3,1,1,1,2,3,3,0,1,-0.579441421,0.675026707,-0.462701738
181,13.7671,1,1,HCS,2,5,1,4,5,1,1,1,2,1,5,0,1,-0.392731154,-0.364198316,0.666318189
182,7.5425,2,1,HCS,4,1,1,2,3,1,1,1,2,2,1,0,1,-0.494188376,-0.218997854,-1.986106684
183,3.5671,1,1,HCS,4,3,1,3,4,1,1,1,4,4,1,5,1,-0.751972979,2.11683356,-0.318052468
184,1.5288,1,1,HCS,3,2,0,4,4,1,1,1,3,5,3,2,1,-0.755478266,2.26231664,0.366875242
185,1.7644,2,1,RUS,4,1,1,5,5,1,1,1,2,2,1,0,1,-0.468253497,0.340724428,1.454919555
186,1.1781,1,1,HCS,4,5,1,5,4,1,1,1,3,3,3,2,0,-0.633625686,1.419776604,0.994083248
187,3.3507,1,1,ABY,5,1,1,4,5,1,1,1,2,1,2,2,1,-0.392731154,-0.364198316,0.666318189
188,4.1589,1,1,ABY,5,4,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
189,0.989,2,0,ABY,8,1,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
190,5.8,1,1,ABY,4,4,1,3,2,1,1,1,2,3,1,0,1,-0.597274212,0.489716475,-1.815813069
191,4.6877,1,1,ABY,4,4,1,3,5,1,1,1,2,3,1,5,0,-0.514583734,0.478341721,0.039110183
192,2.1726,1,1,HCS,3,4,1,4,5,1,1,1,2,1,3,5,1,-0.392731154,-0.364198316,0.666318189
193,2.9397,1,0,ABY,6,1,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
194,5.4575,2,1,RUS,4,4,0,3,3,1,1,4,3,3,1,0,1,0.620534847,0.90600461,-0.994829567
195,4.1753,2,0,RUS,5,3,1,4,5,1,1,2,1,1,1,0,2,0.100040109,-0.970091294,0.59564523
196,3.8932,2,1,RAG,4,4,1,2,2,1,1,1,3,2,1,4,1,-0.593768925,0.344233395,-2.500740778
197,3.2904,1,1,RAG,4,4,1,4,5,1,1,1,2,1,1,4,1,-0.392731154,-0.364198316,0.666318189
198,6.5616,2,1,ABY,4,1,1,4,5,1,1,1,1,1,1,2,1,-0.320714098,-0.923637979,0.562644532
199,0.6521,2,0,SIB,4,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
200,1.8274,2,1,SIB,4,5,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
201,3.5068,1,0,ABY,4,1,0,4,4,1,1,4,2,2,3,0,1,0.776176334,0.016054251,0.20081032
202,6.0301,1,1,other,4,4,0,4,5,1,1,2,1,1,2,0,1,0.100040109,-0.970091294,0.59564523
203,1.8849,1,0,MCO,5,0,1,3,4,1,2,1,3,1,3,3,1,0.703969575,-0.252791113,-0.611805414
204,3.7589,1,1,HCS,2,4,0,3,3,1,3,2,3,2,3,2,0,2.217919225,-0.042354145,-1.172000608
205,0.4959,1,0,TUV,4,2,1,4,3,1,1,1,2,1,1,4,1,-0.447858139,-0.356615147,-0.570297312
206,10.3918,1,1,HCS,1,0,1,3,4,1,1,1,3,2,5,1,3,-0.548372641,0.525752043,-0.529321698
207,7.4603,1,1,other,4,4,1,3,5,1,1,2,1,1,2,3,1,0.109770811,-1.159193111,-0.139158349
208,0.7452,2,0,HCS,5,4,0,5,5,1,1,1,4,3,3,0,1,-0.678079249,1.975424683,1.716064655
209,7.674,1,1,HCS,8,0,1,4,4,1,1,2,1,2,1,0,1,0.006684976,-0.450478783,0.031135267
210,4.5068,2,1,other,4,2,1,3,4,1,1,1,3,2,1,4,1,-0.548372641,0.525752043,-0.529321698
211,0.8932,1,0,other,6,5,1,5,5,1,1,1,2,1,1,3,1,-0.402461856,-0.175096499,1.401121768
212,7.7973,2,1,other,5,4,1,3,4,1,1,1,2,2,1,2,2,-0.476355586,-0.033687621,-0.632995354
213,8.5068,1,1,HCS,4,0,0,3,4,2,2,2,2,2,3,0,0,2.12265875,-0.470116981,-0.647718458
214,2.7397,2,0,HCS,3,2,1,4,4,1,1,2,1,1,3,0,1,0.072476617,-0.96629971,-0.02266252
215,1.4795,1,1,HCS,3,3,1,5,5,1,1,3,1,1,2,3,2,0.511063615,-0.827442792,1.363449508
216,0.5288,1,0,HCS,8,2,1,5,3,1,1,1,1,2,1,5,1,-0.451363426,-0.211132067,0.114630398
217,4.9288,2,1,ABY,4,0,1,4,5,1,1,3,2,4,1,0,1,0.251402338,1.090357835,0.893712946
218,2.0466,2,1,ABY,4,1,1,4,5,1,1,2,1,1,1,0,1,0.100040109,-0.970091294,0.59564523
219,6.3014,2,1,RAG,4,1,1,3,4,1,1,1,1,1,2,2,1,-0.338546889,-1.108948212,-0.790466798
220,3.1918,2,1,ORI,4,1,1,4,3,1,2,4,3,2,2,5,2,1.863146362,0.316563271,-0.342509703
221,5.789,1,1,CRX,4,0,1,4,5,1,1,2,1,1,1,0,1,0.100040109,-0.970091294,0.59564523
222,5.1233,2,1,CRX,5,0,1,3,4,1,1,2,1,1,1,5,0,0.082207319,-1.155401527,-0.7574661
223,3.7945,1,0,other,4,0,1,5,3,1,1,1,2,2,1,0,1,-0.523380482,0.348307597,0.218304054
224,4.8384,2,1,KOR,6,2,1,5,5,1,1,1,2,1,2,1,1,-0.402461856,-0.175096499,1.401121768
225,3.0438,2,0,KOR,6,3,1,5,5,1,1,1,1,1,2,1,1,-0.3304448,-0.734536162,1.297448112
226,7.7151,2,1,BUR,4,0,1,3,4,1,1,1,2,1,2,0,1,-0.410563945,-0.549508548,-0.686793141
227,3.0438,1,1,KOR,6,3,0,5,5,1,1,1,2,2,2,1,1,-0.468253497,0.340724428,1.454919555
228,4.2658,2,1,BUR,4,3,1,3,4,1,1,3,2,1,3,0,1,0.43094447,-0.642415178,-0.620791745
229,6.5068,1,1,SBI,4,1,1,2,2,1,1,1,1,1,1,0,2,-0.383943172,-1.29046686,-2.761885878
