ID_number,Age,Gender,Neuter_status,Breed_group,Weaning_age,Outdoors,Other_cats,Activity_level,Contact_people,Aggression_stranger,Aggression_owner,Aggression_cats,Shyness_novel,Shyness_strangers,Grooming,Wool_sucking,Behaviour_problem,Aggression_component,Shyness_component,Extraversion_component
1726,1.5397,2,0,CRX,8,5,1,4,2,1,1,1,2,2,1,0,1,-0.541213273,0.162997365,-1.134807276
1727,1.5397,2,0,CRX,8,5,1,4,2,1,1,1,2,2,1,0,1,-0.541213273,0.162997365,-1.134807276
1728,2.0932,2,0,CRX,5,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1729,7.3425,2,1,SBI,4,4,0,3,4,1,1,1,1,1,1,0,1,-0.338546889,-1.108948212,-0.790466798
1730,2.326,1,0,CRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1731,2.326,1,0,CRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1732,1.8356,1,0,CRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1733,1.8356,2,0,CRX,7,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1734,0.6548,2,0,CRX,7,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1735,0.989,2,0,CRX,6,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1736,3.2767,2,0,CRX,6,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1737,5.3726,2,0,CRX,6,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1738,8.9808,2,1,CRX,5,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1739,2.5836,1,1,KOR,4,3,1,4,4,2,1,3,2,2,1,0,2,1.34713168,-0.06474625,0.148771749
1740,0.8685,1,1,BEN,5,1,0,5,5,1,1,1,1,2,3,1,1,-0.396236441,-0.218715236,1.351245899
1741,17.9315,2,1,SBI,4,0,1,3,3,1,1,4,2,4,2,0,1,0.626760261,0.862385872,-1.044705437
1742,7.9123,2,1,SBI,8,0,1,4,4,1,1,1,1,2,1,0,1,-0.414069232,-0.404025468,-0.001865431
1743,6.0384,2,1,SBI,8,0,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1744,2.6493,1,1,other,6,3,1,3,4,1,1,1,2,2,1,0,1,-0.476355586,-0.033687621,-0.632995354
1745,14.2822,2,1,SBI,4,0,1,3,4,1,1,2,1,1,1,0,1,0.082207319,-1.155401527,-0.7574661
1746,5.7918,1,0,other,6,2,1,3,4,1,1,2,2,3,1,0,1,-0.121393019,0.435679991,-0.546196869
1747,8.5342,1,1,MCO,5,2,1,3,3,1,1,1,2,3,1,0,1,-0.569710719,0.48592489,-1.197505318
1748,0.811,1,1,other,5,0,0,5,4,1,1,1,2,2,1,0,1,-0.495816989,0.344516013,0.836611805
1749,5.6384,1,1,RAG,4,5,0,4,3,3,2,3,4,4,2,0,1,3.222210921,1.699590471,-0.202316916
1750,5.2329,1,1,RAG,4,5,0,4,4,1,1,2,1,1,1,0,1,0.072476617,-0.96629971,-0.02266252
1751,2.0164,1,0,RAG,4,5,0,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
1752,4.074,2,1,SBI,4,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1753,2.3616,1,1,SBI,4,5,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
1754,11.9288,2,1,BUR,8,1,1,4,5,1,1,2,3,2,1,0,1,-0.109785643,0.66460896,0.85679033
1755,8.8274,2,1,SBI,3,5,0,3,2,1,1,2,1,1,1,0,1,0.027080333,-1.147818358,-1.994081601
1756,7.0904,2,1,SBI,4,1,0,3,3,1,1,1,1,1,1,0,1,-0.366110381,-1.105156628,-1.408774548
1757,6.6356,2,1,CRX,7,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1758,2.7699,1,0,CRX,5,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1759,2.1973,2,0,CRX,6,5,1,2,1,2,2,1,3,4,1,0,1,1.425344429,0.989690788,-3.059176757
1760,13.1863,2,1,CRX,7,5,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
1761,12.526,2,1,EUR,4,5,1,4,4,1,1,2,2,2,1,0,1,-0.06533208,0.108960881,0.134808923
1762,5.4384,2,1,CRX,4,5,1,4,3,1,1,2,3,3,4,3,1,-0.23070427,1.188013056,-0.326027384
1763,2.0521,2,0,CRX,6,3,1,5,5,1,1,1,1,1,1,1,1,-0.3304448,-0.734536162,1.297448112
1764,4.2164,2,1,CRX,4,5,1,3,3,1,1,2,2,4,2,0,1,-0.214748153,0.955292502,-1.110706833
1765,6.2027,2,1,ABY,4,5,0,3,5,1,1,4,2,2,1,0,1,0.813470529,-0.17683915,0.08431449
1766,3.9178,1,1,CRX,4,1,1,3,3,1,1,2,2,2,4,0,2,-0.083164871,-0.076349352,-1.218302407
1767,5.4,2,1,ABY,5,0,1,4,5,1,1,3,5,5,1,0,1,-0.030440471,3.284497754,1.258531702
1768,3.0493,2,1,CRX,4,1,1,3,3,2,1,1,2,2,1,0,1,0.487790474,-0.157149853,-1.270340977
1769,7.4822,1,1,ABY,5,4,1,5,5,1,1,1,1,2,3,0,1,-0.396236441,-0.218715236,1.351245899
1770,2.3452,2,1,CRX,5,5,1,3,3,1,1,2,2,2,1,0,1,-0.083164871,-0.076349352,-1.218302407
1771,1.0301,2,0,CRX,8,5,1,5,4,1,1,1,1,1,1,0,1,-0.358008292,-0.730744578,0.679140362
1772,1.3014,1,1,other,5,1,1,3,1,1,1,1,1,1,3,0,2,-0.421237366,-1.097573459,-2.645390049
1773,11,1,1,HCS,6,0,1,3,5,1,1,2,4,2,2,0,1,-0.172071997,1.034946807,0.225660407
1774,4.6466,1,1,other,4,1,1,3,5,1,1,1,1,1,2,0,1,-0.310983396,-1.112739796,-0.172159047
1775,6.0247,2,1,HCS,3,0,1,3,4,1,1,2,2,1,2,0,1,0.010190263,-0.595961863,-0.653792443
1776,4.537,2,1,other,4,1,1,3,5,1,1,1,1,1,2,0,1,-0.310983396,-1.112739796,-0.172159047
1777,1.0301,1,1,CRX,5,0,1,5,5,1,1,2,1,1,3,0,1,0.090309407,-0.780989477,1.33044881
1778,1.7014,1,1,other,8,1,1,5,4,1,1,1,1,2,2,0,1,-0.423799933,-0.214923651,0.732938148
1779,7.9151,1,1,HCS,6,1,1,3,5,1,2,1,3,1,1,5,0,0.731533068,-0.256582697,0.006502337
1780,4.2932,1,0,EUR,4,5,1,4,4,1,1,4,3,3,1,0,1,0.638367637,1.091314842,0.358281763
1781,4.2932,1,0,EUR,4,5,1,4,4,1,1,4,3,3,1,0,1,0.638367637,1.091314842,0.358281763
1782,0.7534,1,0,other,4,0,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
1783,2.1425,2,0,other,4,0,1,4,4,2,1,1,2,2,1,0,1,0.505623265,0.02816038,0.082770353
1784,3.5397,2,1,ORI,5,0,1,4,4,1,1,1,1,1,,0,1,-0.348277591,-0.919846395,-0.055663218
1785,7.4329,2,1,EUR,4,0,1,3,3,1,1,1,2,2,1,0,1,-0.503919078,-0.029896037,-1.251303105
1786,4.0795,1,1,CRX,8,1,1,4,4,1,1,1,1,1,2,0,1,-0.348277591,-0.919846395,-0.055663218
1787,5.8411,1,1,EUR,3,0,1,3,4,1,1,1,3,3,1,3,1,-0.614164283,1.04157297,-0.475523911
1788,3.3397,1,1,CRX,4,1,1,4,4,1,1,1,1,1,2,0,1,-0.348277591,-0.919846395,-0.055663218
1789,5.7808,2,1,CRX,4,1,1,4,4,1,1,1,1,1,2,0,1,-0.348277591,-0.919846395,-0.055663218
1790,5.9151,2,1,EUR,8,0,1,3,4,1,1,1,3,3,1,3,1,-0.614164283,1.04157297,-0.475523911
1791,0.6055,1,0,CRX,4,0,1,4,5,1,1,3,2,2,2,0,1,0.38298562,0.058715982,0.786117372
1792,1.5151,2,0,EUR,4,1,1,3,2,1,1,1,2,3,1,5,1,-0.597274212,0.489716475,-1.815813069
1793,1.5151,2,1,EUR,4,1,1,3,4,1,1,1,1,1,1,5,1,-0.338546889,-1.108948212,-0.790466798
1794,0.3918,2,0,EUR,8,0,1,4,4,1,1,1,1,1,1,4,1,-0.348277591,-0.919846395,-0.055663218
1795,11.3726,2,1,CRX,4,0,1,3,3,1,1,2,2,2,2,2,1,-0.083164871,-0.076349352,-1.218302407
1796,7.9452,2,1,CRX,4,0,1,4,4,1,1,2,1,1,1,3,1,0.072476617,-0.96629971,-0.02266252
1797,8.9068,2,0,CRX,7,5,1,4,2,1,1,1,1,1,1,0,1,-0.403404576,-0.912263226,-1.292278719
1798,2.9205,2,0,CRX,4,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1799,4.1233,1,1,CRX,5,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1800,3.4411,2,0,CRX,5,5,1,4,5,1,1,2,1,1,1,0,1,0.100040109,-0.970091294,0.59564523
1801,2.3808,2,0,CRX,5,5,1,4,3,1,1,1,2,2,1,0,1,-0.51364978,0.15920578,-0.516499525
1802,7.9041,2,1,CRX,5,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1803,2.2027,2,1,EUR,6,0,1,3,2,1,1,1,2,1,1,0,1,-0.46569093,-0.541925379,-1.923408642
1804,8.1726,2,0,CRX,4,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1805,2.1616,2,0,CRX,7,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1806,6.8658,2,1,CRX,4,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1807,3.2082,2,0,CRX,8,5,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
1808,0.8959,1,0,CRX,6,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1809,3.6986,1,0,EUR,5,4,1,3,3,1,1,2,3,3,1,0,1,-0.220973568,0.998911239,-1.060830963
1810,0.6055,1,0,CRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1811,1.6082,2,0,CRX,6,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1812,2.0466,2,0,CRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1813,1.0795,1,0,CRX,5,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1814,1.1945,2,0,CRX,4,5,1,4,3,1,1,1,1,1,1,0,1,-0.375841083,-0.916054811,-0.673970969
1815,0.9699,1,0,CRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1816,2.2055,2,1,CRX,8,1,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
1817,8.2247,2,1,EUR,4,5,0,3,4,1,1,1,2,2,1,0,1,-0.476355586,-0.033687621,-0.632995354
1818,6.2164,1,1,TUV,4,5,1,4,4,1,1,2,2,1,3,0,1,0.000459561,-0.406860046,0.081011137
1819,0.5589,1,0,ABY,4,4,1,5,4,1,1,1,2,1,1,0,1,-0.430025348,-0.171304914,0.782814018
1820,8.0849,1,1,EUR,4,5,1,5,4,1,1,1,1,1,1,0,1,-0.358008292,-0.730744578,0.679140362
1821,1.8904,1,0,EUR,4,5,1,3,3,1,1,1,2,3,1,2,1,-0.569710719,0.48592489,-1.197505318
1822,7.663,1,1,ABY,4,5,1,4,5,1,1,1,4,4,1,4,2,-0.734140189,2.302143793,1.035058862
1823,2.4904,1,1,ORI,6,1,1,5,5,1,1,1,1,1,1,2,1,-0.3304448,-0.734536162,1.297448112
1824,2.5041,1,1,ORI,6,1,1,5,5,1,1,2,1,1,2,2,1,0.090309407,-0.780989477,1.33044881
1825,1.8959,2,1,ORI,4,1,1,3,4,1,1,1,2,2,1,2,1,-0.476355586,-0.033687621,-0.632995354
1826,1.0329,2,1,CRX,5,0,0,3,3,1,1,1,1,1,1,0,1,-0.366110381,-1.105156628,-1.408774548
1827,9.0849,2,1,EUR,4,3,1,4,3,1,1,2,2,2,1,0,1,-0.092895573,0.112752465,-0.483498827
1828,0.6027,1,0,CRX,4,0,1,4,4,1,1,1,2,1,1,0,1,-0.420294646,-0.360406731,0.048010438
1829,7.0384,2,1,EUR,8,3,1,4,4,1,1,3,2,2,1,5,1,0.355422127,0.062507566,0.167809621
1830,2.4603,2,1,EUR,8,3,1,5,4,1,1,1,2,2,1,4,1,-0.495816989,0.344516013,0.836611805
1831,12.5288,2,1,EUR,4,5,1,3,3,1,1,2,2,2,1,6,1,-0.083164871,-0.076349352,-1.218302407
1832,8.0055,1,1,CRX,4,1,1,3,2,1,1,1,3,5,1,1,1,-0.80087455,2.080797992,-1.604543838
1833,5.4356,1,1,EUR,4,4,1,3,3,1,1,2,3,3,4,4,1,-0.220973568,0.998911239,-1.060830963
1834,7.4356,2,1,DRX,4,4,1,5,5,1,1,2,1,1,1,2,1,0.090309407,-0.780989477,1.33044881
1835,10.1781,1,1,ORI,4,1,1,2,2,1,1,1,4,4,1,1,1,-0.797369263,1.935314912,-2.289471548
1836,8.5068,1,1,ORI,4,1,1,3,3,1,1,1,3,2,1,0,1,-0.575936134,0.529543627,-1.147629448
1837,5.4356,2,0,EUR,4,5,1,3,3,2,1,2,2,2,1,0,1,0.908544681,-0.203603168,-1.237340279
1838,7.1562,1,1,TUV,4,4,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
1839,6.5288,2,1,TUV,4,5,1,3,3,1,1,1,1,1,1,0,1,-0.366110381,-1.105156628,-1.408774548
1840,1.7068,2,1,NFO,5,4,1,5,3,1,1,1,3,2,1,4,1,-0.595397538,0.907747261,0.321977711
1841,2.8932,1,1,SBI,6,4,1,4,5,1,1,3,4,3,2,0,1,0.173159867,1.693416236,1.047262472
1842,4.0438,2,1,TUV,4,4,1,4,4,1,1,2,2,2,1,0,1,-0.06533208,0.108960881,0.134808923
1843,5.4247,1,1,EUR,4,1,1,3,4,2,2,1,2,2,1,5,1,1.701904543,-0.423663666,-0.680719156
1844,1.2959,1,0,TUV,5,5,1,4,4,1,1,1,2,1,1,0,1,-0.420294646,-0.360406731,0.048010438
1845,3.6986,2,1,EUR,4,1,1,3,3,2,2,2,2,1,1,4,1,2.160886898,-0.982146323,-1.319823995
1846,1.3342,1,1,ORI,6,0,1,5,5,1,1,1,3,3,1,0,2,-0.606062194,1.415985019,1.612390999
1847,2.6301,2,1,CRX,5,0,1,4,5,1,1,1,2,1,3,1,1,-0.392731154,-0.364198316,0.666318189
1848,7.0438,1,1,ABY,4,4,1,4,4,1,1,3,2,2,2,0,2,0.355422127,0.062507566,0.167809621
1849,9.5233,2,1,SIB,4,3,1,2,3,1,1,1,3,5,1,0,1,-0.763580355,1.887904591,-1.721039668
1850,2.1014,2,0,CRX,5,4,1,5,1,1,1,1,1,1,3,4,1,-0.44069877,-0.719369825,-1.17578289
1851,0.9507,1,0,TUV,8,2,1,5,4,2,3,3,2,2,3,2,0,3.710502129,-0.40108889,0.826203471
1852,5.7589,1,1,HCS,2,5,1,3,5,1,1,2,1,2,1,0,1,0.04397917,-0.643372184,-0.085360562
1853,2.5288,2,0,CRX,4,1,1,5,3,1,1,3,1,2,3,5,1,0.390144989,-0.304038696,0.180631794
1854,5.0466,1,1,ORI,4,1,1,3,4,1,2,2,4,3,4,1,2,0.921123445,1.29183709,-0.367535485
1855,2.4548,1,0,EUR,4,1,0,3,4,3,1,1,2,2,4,2,1,1.507063519,-0.288195254,-0.671071099
1856,8.0438,2,1,SIB,8,5,1,3,3,1,1,1,3,3,4,0,1,-0.641727775,1.045364554,-1.093831662
1857,1.4329,2,0,TUV,6,5,1,5,5,3,3,2,1,2,1,5,1,4.381038023,-1.04512064,1.288798994
1858,4.3753,2,1,EUR,8,0,1,3,3,1,1,2,2,2,1,0,1,-0.083164871,-0.076349352,-1.218302407
1859,5.3671,2,1,CRX,6,0,1,4,5,1,1,1,1,1,2,2,1,-0.320714098,-0.923637979,0.562644532
1860,9.1479,1,1,TUV,4,4,1,4,5,2,1,3,2,2,1,0,1,1.374695172,-0.068537834,0.767079499
1861,5.4849,2,1,EUR,8,0,1,3,1,1,1,1,2,3,1,2,1,-0.624837704,0.493508059,-2.434120819
1862,5.3562,1,0,TUV,7,2,1,3,4,2,2,4,2,2,1,0,1,2.964167164,-0.563023611,-0.581717062
1863,0.611,1,1,CRX,4,4,0,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1864,1.2356,2,1,EUR,8,2,1,4,3,1,1,2,2,2,1,,1,-0.092895573,0.112752465,-0.483498827
1865,6.6932,1,0,MCO,5,1,1,2,2,1,1,1,3,4,1,0,1,-0.725352207,1.375875248,-2.393145205
1866,0.8055,1,1,BEN,4,5,1,5,4,1,1,1,2,2,2,3,1,-0.495816989,0.344516013,0.836611805
1867,5.7342,2,1,EUR,4,5,1,4,3,1,1,1,2,3,1,0,1,-0.579441421,0.675026707,-0.462701738
1868,6.8082,1,1,SBI,4,5,1,3,5,1,1,1,3,2,3,0,1,-0.520809149,0.521960458,0.088986053
1869,5.5562,2,1,TUV,4,5,1,3,3,2,2,3,3,3,1,0,1,2.378040768,0.56248188,-1.075554067
1870,4.7863,1,1,RAG,4,4,1,5,5,1,1,1,2,2,2,3,1,-0.468253497,0.340724428,1.454919555
1871,2.2164,2,0,SIB,4,5,1,5,5,1,1,3,1,1,1,0,1,0.511063615,-0.827442792,1.363449508
1872,3.3726,2,0,TUV,8,5,1,4,3,3,3,3,4,4,3,3,1,4.408761497,1.436868242,-0.231002845
1873,8.5178,2,1,SIB,6,5,1,3,3,1,1,1,2,2,1,0,1,-0.503919078,-0.029896037,-1.251303105
1874,5.7452,2,1,SIB,5,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1875,6.9863,2,1,SIB,4,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1876,1.1781,2,1,SIB,8,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1877,3.3616,2,1,SIB,8,5,1,3,4,1,1,1,3,3,1,0,1,-0.614164283,1.04157297,-0.475523911
1878,13.4904,2,1,SIB,4,5,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
1879,1.2192,1,0,EUR,3,2,1,3,5,1,1,1,2,1,1,0,1,-0.383000452,-0.553300133,-0.068485391
1880,0.6137,2,0,SIB,6,5,1,4,3,1,1,1,2,2,1,0,1,-0.51364978,0.15920578,-0.516499525
1881,5.0767,2,1,CRX,4,4,1,5,5,2,2,2,3,3,2,5,1,1.992952142,0.979555659,1.597667895
1882,4.0904,1,1,SIB,6,5,1,3,3,1,1,1,1,1,1,0,1,-0.366110381,-1.105156628,-1.408774548
1883,8.5205,2,1,SIB,8,4,1,2,3,1,1,3,1,1,1,0,1,0.485128735,-1.387165074,-2.077576732
1884,4.6603,2,1,CRX,5,4,1,4,4,1,1,2,2,1,2,3,1,0.000459561,-0.406860046,0.081011137
1885,9.989,2,1,CRX,4,3,0,4,5,1,1,3,2,1,1,0,1,0.448777261,-0.457104945,0.732319585
1886,9.6356,1,1,MCO,5,4,1,3,4,1,1,1,2,2,1,0,1,-0.476355586,-0.033687621,-0.632995354
1887,4.6603,2,1,CRX,6,4,1,3,3,1,1,2,2,2,2,2,1,-0.083164871,-0.076349352,-1.218302407
1888,3.6712,2,1,EUR,3,1,1,4,2,1,1,1,3,3,1,0,1,-0.679021969,1.238257956,-0.977335832
1889,1.9562,2,1,TUV,4,3,1,4,5,1,1,2,2,2,3,2,1,-0.037768588,0.105169297,0.753116674
1890,0.7808,2,0,EUR,4,3,0,3,4,2,1,2,2,2,1,0,1,0.936108174,-0.207394752,-0.619032529
1891,7.2,2,1,SBI,8,5,1,3,1,2,1,1,1,1,1,0,1,0.570472186,-1.224827275,-2.664427922
1892,2.8822,2,1,CRX,7,4,1,5,5,1,1,2,1,1,1,0,1,0.090309407,-0.780989477,1.33044881
1893,4.4685,1,1,HCS,4,2,1,3,4,1,1,1,4,3,3,4,1,-0.686181338,1.601012634,-0.371850255
1894,9.0959,1,1,TUV,4,0,1,4,4,1,1,1,2,2,1,1,1,-0.486086287,0.155414196,0.101808225
1895,8.3589,1,1,TUV,4,0,1,5,4,1,1,1,2,2,1,0,1,-0.495816989,0.344516013,0.836611805
1896,5.7562,1,0,SIB,4,1,1,3,4,1,1,2,2,1,1,0,1,0.010190263,-0.595961863,-0.653792443
1897,9.7151,2,1,HCS,2,5,1,4,5,1,1,2,1,1,3,0,1,0.100040109,-0.970091294,0.59564523
1898,7.3288,1,1,TUV,4,0,1,4,3,1,2,2,3,2,1,0,1,1.021637947,0.409469901,-0.4085111
1899,9.7151,2,1,HCS,2,5,1,3,3,1,1,2,3,3,2,0,1,-0.220973568,0.998911239,-1.060830963
1900,5.0082,1,1,ORI,5,0,1,5,5,1,1,1,2,2,1,0,1,-0.468253497,0.340724428,1.454919555
1901,4.9616,1,1,HCS,4,5,1,3,3,1,1,1,4,5,1,0,1,-0.845328113,2.636446072,-0.882562431
1902,7.0466,2,1,EUR,2,5,1,3,3,1,1,1,2,5,1,0,1,-0.701294001,1.517566744,-1.089909744
1903,4.2986,2,1,other,4,5,1,3,3,2,2,2,1,1,1,0,1,2.232903954,-1.541585987,-1.423497652
1904,4.8055,1,1,other,6,5,1,3,3,1,1,1,2,3,1,0,1,-0.569710719,0.48592489,-1.197505318
1905,7.5863,2,1,other,6,4,1,2,5,1,1,1,1,1,1,0,1,-0.301252694,-1.301841613,-0.906962627
1906,14.1945,2,1,EUR,7,3,0,4,4,1,1,5,4,3,1,0,1,0.987104789,1.604301191,0.494956118
1907,0.4493,1,0,DRX,5,4,0,5,5,1,2,3,2,2,3,1,0,1.559805494,-0.01490443,1.492235023
1908,0.7041,1,0,TUV,5,5,1,4,4,1,1,1,3,3,1,0,1,-0.623894984,1.230674787,0.259279669
1909,6.8521,1,0,EUR,6,0,0,4,3,1,1,5,3,2,1,0,1,1.097349993,0.532832185,-0.280823076
1910,0.7041,1,0,TUV,5,5,1,4,4,1,1,1,2,2,1,0,1,-0.486086287,0.155414196,0.101808225
1911,7.0411,2,1,EUR,4,3,1,3,4,1,1,2,2,2,2,0,1,-0.055601378,-0.080140936,-0.599994656
1912,9.1808,1,1,BUR,3,4,0,3,3,1,2,1,1,1,1,0,1,0.820440195,-1.367878856,-1.437460477
1913,0.7041,1,0,TUV,5,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1914,5.8411,2,0,EUR,5,0,1,3,3,1,1,2,2,1,1,0,1,-0.01737323,-0.592170278,-1.272100194
1915,6.4384,2,1,other,8,5,1,4,5,1,1,5,1,1,1,0,1,1.362302731,-1.109451239,0.694647325
1916,7.0986,2,1,SBI,3,5,1,3,3,1,1,1,2,2,1,0,1,-0.503919078,-0.029896037,-1.251303105
1917,7.3973,2,0,EUR,4,0,1,3,2,2,2,2,2,2,1,0,1,2.067531765,-0.462533812,-1.884333959
1918,9.1123,1,1,SBI,4,3,1,4,4,1,1,1,1,1,3,0,1,-0.348277591,-0.919846395,-0.055663218
1919,4.5178,1,1,other,8,5,1,5,4,1,1,1,2,1,1,4,1,-0.430025348,-0.171304914,0.782814018
1920,16.5123,1,1,SBI,4,3,1,2,4,1,1,1,2,2,3,0,1,-0.466624884,-0.222789438,-1.367798934
1921,7.3973,1,1,EUR,7,0,1,3,2,1,1,1,2,2,1,0,1,-0.531482571,-0.026104452,-1.869610855
1922,0.7479,2,0,CRX,8,1,1,4,3,1,1,1,2,2,2,0,1,-0.51364978,0.15920578,-0.516499525
1923,9.3397,1,1,other,6,4,1,4,5,1,1,1,1,2,5,5,3,-0.386505739,-0.407817053,0.616442319
1924,8.0767,1,1,NFO,5,5,1,4,4,1,1,1,1,1,1,0,1,-0.348277591,-0.919846395,-0.055663218
1925,3.3425,1,0,SIB,6,5,1,4,3,1,1,1,2,2,1,0,1,-0.51364978,0.15920578,-0.516499525
1926,9.8959,1,1,ORI,4,1,0,4,5,2,1,2,2,1,1,0,1,1.019732606,-0.537905446,0.680281014
1927,5.4384,2,1,other,4,1,1,3,3,1,1,2,2,2,1,0,1,-0.083164871,-0.076349352,-1.218302407
1928,6.8356,1,1,other,6,4,1,3,5,2,2,5,4,5,1,0,1,3.071075829,2.053073599,0.438332061
1929,7.3671,2,0,EUR,4,0,1,3,3,1,1,1,3,2,1,0,1,-0.575936134,0.529543627,-1.147629448
1930,3.3041,1,1,DRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1931,1.2712,2,0,CRX,4,1,1,5,5,1,1,1,2,2,4,0,0,-0.468253497,0.340724428,1.454919555
1932,9.6849,1,1,SIB,4,5,1,3,3,1,1,1,2,2,1,0,1,-0.503919078,-0.029896037,-1.251303105
1933,8.5205,2,1,SBI,4,4,1,3,4,1,1,1,2,1,4,1,1,-0.410563945,-0.549508548,-0.686793141
1934,3.3041,1,1,DRX,6,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1935,6.0795,2,1,DRX,5,5,1,4,4,3,1,2,2,2,1,0,1,1.918087025,-0.145546751,0.096733178
1936,5.5479,1,1,DRX,5,5,1,5,5,1,1,1,1,1,1,0,1,-0.3304448,-0.734536162,1.297448112
1937,7.8493,2,1,DRX,5,5,1,4,5,1,1,1,1,1,1,0,1,-0.320714098,-0.923637979,0.562644532
1938,15.1233,2,1,EUR,3,0,1,3,4,1,1,2,3,2,2,0,1,-0.127618434,0.479298728,-0.496321
1939,14.1288,1,1,EUR,3,0,1,3,4,1,1,1,2,2,2,0,1,-0.476355586,-0.033687621,-0.632995354
1940,4.9945,1,0,EUR,1,3,1,3,4,1,1,2,2,2,1,0,1,-0.055601378,-0.080140936,-0.599994656
1941,5.8438,1,1,EUR,4,0,1,3,3,1,2,2,3,3,1,0,0,0.965577008,0.73618901,-1.089516892
1942,3.4137,2,0,HCS,6,1,1,3,5,1,1,2,2,1,1,0,1,0.037753755,-0.599753447,-0.035484693
1943,4.463,2,0,HCS,5,2,1,3,3,1,1,3,2,2,1,0,1,0.337589336,-0.122802666,-1.185301709
1944,4.4274,2,1,RUS,5,4,1,3,4,1,1,1,3,3,2,0,1,-0.614164283,1.04157297,-0.475523911
1945,4.1425,2,1,ABY,4,5,1,4,4,1,1,1,2,2,2,1,1,-0.486086287,0.155414196,0.101808225
1946,4.6164,2,1,SBI,4,0,1,4,4,1,1,3,1,1,1,0,1,0.493230824,-1.012753025,0.010338178
1947,1.9781,1,1,ABY,5,5,1,5,5,1,1,1,3,2,2,2,1,-0.540270553,0.900164092,1.558593212
1948,1.9781,1,1,ABY,5,5,1,4,4,1,1,1,3,2,2,3,1,-0.558103343,0.71485386,0.205481882
1949,0.6986,2,0,RAG,4,2,1,5,5,2,1,1,3,2,3,0,1,0.451439,0.772910276,1.539555339
